"scenario_type","true_wr","design_wr","true_d","design_d","n_pairs","n_patients","design_method","kelly_fraction","burn_in","ramp","rejection_rate","se","median_crossing","median_final_evalue","target_power","alpha","n_sims"
"null",1,1.5,0,0.358286909242583,128,256,"Yu-Ganju WR",1,30,75,0.002,0.00141279864099595,100,0.691320409677019,0.8,0.05,1000
"null",1,1.5,0,0.358286909242583,128,256,"Yu-Ganju WR",1,0,100,0.006,0.00244213021765835,86,0.571010084168395,0.8,0.05,1000
"null",1,1.5,0,0.358286909242583,128,256,"Yu-Ganju WR",1,10,100,0.004,0.00199599599197994,113,0.640436746426583,0.8,0.05,1000
"null",1,1.5,0,0.358286909242583,128,256,"Yu-Ganju WR",1,20,100,0,0,NA,0.699901901779894,0.8,0.05,1000
"null",1,1.5,0,0.358286909242583,128,256,"Yu-Ganju WR",1,30,100,0,0,NA,0.775866869209728,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,0,20,0.327,0.0148347901906296,69,2.01316746634492,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,10,20,0.32,0.0147512711316686,82,2.40649911929404,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,20,20,0.348,0.0150630674166984,81.5,2.73792234134011,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,30,20,0.296,0.0144355117678591,84,2.49963274291204,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,0,35,0.353,0.0151126106282138,69,2.67060747992184,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,10,35,0.354,0.0151223014121528,80.5,2.7401814620098,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,20,35,0.322,0.0147755202954075,85,2.68017585857853,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,30,35,0.293,0.0143927412260486,92,2.56327765890057,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,0,50,0.379,0.0153414145371279,73,3.08408245580215,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,10,50,0.335,0.0149256490646136,89,2.79773486559849,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,20,50,0.29,0.0143492160064583,92,2.43225014716684,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,30,50,0.263,0.0139223202089307,99,2.5899804525863,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,0,75,0.327,0.0148347901906296,87,3.54912123348857,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,10,75,0.313,0.0146639353517397,91,3.29161013669211,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,20,75,0.26,0.0138708327075198,101,2.65376347558248,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,30,75,0.2,0.0126491106406735,108,2.32979618652806,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,0,100,0.315,0.0146892818068141,91,3.06687443291453,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,10,100,0.261,0.0138880884213775,102,2.74876168302261,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,20,100,0.211,0.0129026741414329,106,2.53310822100474,0.8,0.05,1000
"alternative",1.5,1.5,0.358286909242583,0.358286909242583,128,256,"Yu-Ganju WR",1,30,100,0.164,0.0117091417277271,116,2.34101312954843,0.8,0.05,1000
